,Price,Product,id,Text,Star,Text_Clean,Standardized_Text,Padded_Text,Sentiment_Prediction_Raw,Sentiment_Prediction
7377,6499,Sennheiser CX 6.0BT,8,"There is no headphones which can stand against this one it has super good noise cancellation and bass quality the only thing it lacks in is the wire thickness and the port plug which starts to rip off after a year
",4,there is no headphones which can stand against this one it has super good noise cancellation and bass quality the only thing it lacks in is the wire thickness and the port plug which starts to rip off after a year,headphon stand one super good nois cancel bass qualiti thing lack wire thick port plug start rip year,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0 437 712  10 275   2   6 132  24 875 203 808  76]",1,good
7479,6499,Sennheiser CX 6.0BT,8,"awesome sounds. Found it to be slightly better than the SoundMagic E10C. cx275s has better bass and better sound isolation than e10c. But i hate the wires of the cx275s. Also, i miss the accessories of the e10c.
",4,awesome sounds found it to be slightly better than the soundmagic e cx has better bass and better sound isolation than e but i hate the wires of the cx also i miss the accessories of the e,awesom sound found slightli better soundmag e cx better bass better sound isol e hate wire cx also miss accessori e,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0 234  26  26   6  26   3 721  20 303]",0,bad
2253,1399,boAt Rockerz 255,1,"Not so nice for this Budget . Sound quality is not good. And the product don't last more than 3 months for a normal use.
",2,not so nice for this budget sound quality is not good and the product dont last more than months for a normal use,not nice budget sound qualiti not good product dont last month normal use,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1  44 233   3   1   2   5  64 222   9]",2,neutral
13398,2000,JBL T110BT,10,"Fake
",1,fake,fake,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 401]",0,bad
4508,1399,boAt Rockerz 255,1,"After 6 months of use , one side is not working. As it is under warranty need replacement .
",1,after months of use one side is not working as it is under warranty need replacement,month use one side not work warranti need replac,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10 39  1 83]",0,bad
2629,1399,boAt Rockerz 255,1,"One of the amazing product by boAt.
",5,one of the amazing product by boat,one amaz product boat,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  5 55]",0,bad
7270,6499,Sennheiser CX 6.0BT,8,"I am a person who commute most days, 6 hours up and down in train. So music of all geners and movies from around the world occupy most of my journey time, all these years. So to listen to music and watch movies without fatigue and noise of the train is very much important for me. To put in short, this ear phone is neutral. Sound quality of this ear phone is  very good. Those who love neutral sound (which is the best option to listen to all types of music), can very well opt for this. Sound equilibrium from high freequency to low without distortions is well maintained. (I can give u a tip to check your audio listening devices. Play ""Bohemian Rhapsody by queen. The song covers all most all freequency levels, with different vocals and instruments.)  No sickening high bass. Those who love thumping bass may opt for other ear phones.But....... This product is not worth what it costs. The same quality of Sound can be obtained from a JBL  C100SI earphone as well (Durabilty of the mentioned JBL product is below average. I couldnt even use it for one year)  but it costs only half the price of this  product. I cant say anything about durability at this moment, since i bought this just one day back only.Hoping for the best...
",4,i am a person who commute most days hours up and down in train so music of all geners and movies from around the world occupy most of my journey time all these years so to listen to music and watch movies without fatigue and noise of the train is very much important for me to put in short this ear phone is neutral sound quality of this ear phone is very good those who love neutral sound which is the best option to listen to all types of music can very well opt for this sound equilibrium from high freequency to low without distortions is well maintained i can give u a tip to check your audio listening devices play bohemian rhapsody by queen the song covers all most all freequency levels with different vocals and instruments no sickening high bass those who love thumping bass may opt for other ear phones but this product is not worth what it costs the same quality of sound can be obtained from a jbl c earphone as well durabilty of the mentioned jbl product is below average i couldnt even use it for one year but it costs only half the price of this product i cant say anything about durability at this moment since i bought this just one day back only hoping for the best,person commut day hour train music gener movi around world occupi journey time year listen music watch movi without fatigu nois train much import put short ear phone neutral sound qualiti ear phone good love neutral sound best option listen type music well opt sound equilibrium high freequenc low without distort well maintain give u tip check audio listen devic play bohemian rhapsodi queen song cover freequenc level differ vocal instrument sicken high bass love thump bass may opt ear phone product not worth cost qualiti sound obtain jbl c earphon well durabilti mention jbl product averag couldnt even use one year cost half price product cant say anyth durabl moment sinc bought one day back hope best,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
 141 909  29 159 995  33  58  29 426 202 909  51 277 430  12  37   3  12
  37   2 111   3  32 162  58  29  73 950   3  77  49 202  73 101  74 340
 520 133 123 107  77   6 111   6 199 950 480  12   5   1  53 800   3  47
  73  47   5 616  27   9  10  76 299  14   5 122 152  57  10  31 117  32]",1,good
14229,2000,JBL T110BT,10,"I have received on 8/05/2018. This is higher super song I mind cool that.
",5,i have received on this is higher super song i mind cool that,receiv higher super song mind cool,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0 462 275 107 587 588 281]",1,good
4587,1399,boAt Rockerz 255,1,"Sound is good but not justifying to its cost as we have many options in this price range.
",4,sound is good but not justifying to its cost as we have many options in this price range,sound good not justifi cost mani option price rang,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   3   2   1 232  14]",2,neutral
12829,2000,JBL T110BT,10,"Not a worthy product !It's not even 3 months of buying this item and one side of the earphone stopped working.
",1,not a worthy product its not even months of buying this item and one side of the earphone stopped working,not worthi product not even month buy item one side earphon stop work,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   5   1  27 188  10  39]",0,bad
2822,1399,boAt Rockerz 255,1,"Good quality product.
",5,good quality product,good qualiti product,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 2 5]",1,good
7285,6499,Sennheiser CX 6.0BT,8,"got this in a lightning deal, the best i could get the price. Review after for 3 days of usePros:Sound quality is awesome, thumping bass and crisp treblesgot 3 pairs of ear buds (one connected, 2 separately provided in the package)superior ambient noise attenuationvery light, can't feel a thing in ears other than the sound coming out of the headset's diaphragmscame with a carry pouch & an additional connectorworking fine with Samsung & Lenovo android mobiles as well as laptop with windows 10Nicely packed by amazon/sellerCons:Wire is thin and gets tangledin-line mike has limited functionality remote (can't complaint much for the price tag)took 10 days to deliver, had issues with courier service, 1 star less for that
",4,got this in a lightning deal the best i could get the price review after for days of usepros sound quality is awesome thumping bass and crisp treblesgot pairs of ear buds one connected separately provided in the package superior ambient noise attenuationvery light cant feel a thing in ears other than the sound coming out of the headsets diaphragmscame with a carry pouch an additional connectorworking fine with samsung lenovo android mobiles as well as laptop with windows packed by amazon sellercons wire is thin and gets tangledin line mike has limited functionality remote cant complaint much for the price tag took days to deliver had issues with courier service star less for that,got lightn deal best could get price review day usepro sound qualiti awesom thump bass crisp treblesgot pair ear bud one connect separ provid packag superior ambient nois attenuationveri light cant feel thing ear sound come headset diaphragmscam carri pouch addit connectorwork fine samsung lenovo android mobil well laptop window pack amazon sellercon wire thin get tangledin line mike limit function remot cant complaint much price tag took day deliv issu courier servic star less,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  52
 306  32 158  18  14 125   3   6 548  12  10 855 223  72 132 480   3 309
 124 346 630  73 294  65  24 139 595 550 549  51  14 740 603 211 151 281]",2,neutral
5062,1099,Flybot Wave,2,"One of the best purchase as expected sound quality,noise cancellation and even the built quality awesome..
",5,one of the best purchase as expected sound quality noise cancellation and even the built quality awesome,one best purchas expect sound qualiti nois cancel even built qualiti awesom,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0  10  32   3  27 204]",1,good
9863,6499,Sennheiser CX 6.0BT,8,"Did not fit into the ears property. Will fall off the ears during exercise
",1,did not fit into the ears property will fall off the ears during exercise,not fit ear properti fall ear exercis,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1  91 218]",0,bad
2284,1399,boAt Rockerz 255,1,"Bass is awesome but sound quality slightly less than expected... otherwise overall product is good at this price range ! Worth buying !
",4,bass is awesome but sound quality slightly less than expected otherwise overall product is good at this price range worth buying,bass awesom sound qualiti slightli less expect otherwis overal product good price rang worth buy,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   6   3 151   5   2  14  53]",2,neutral
12190,3699,Skullcandy S2PGHW-174,9,"Charger is not fitting in charger slot and i have mailed and called customer center for several times. they are not responding. I waste my money on this product. I need my money back. Please respond to my mails. Poor customer service i have ever seen @skullcandy .Respond immediately .
",1,charger is not fitting in charger slot and i have mailed and called customer center for several times they are not responding i waste my money on this product i need my money back please respond to my mails poor customer service i have ever seen skullcandy respond immediately,charger not fit charger slot mail call custom center sever time not respond wast money product need money back pleas respond mail poor custom servic ever seen skullcandi respond immedi,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0 960   1 960 333   1  42   5  83  42 117 584  40 197 575 584]",0,bad
5511,749,PTron Intunes,4,"Yes i like this...
",4,yes i like this,ye like,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 19]",1,good
8472,6499,Sennheiser CX 6.0BT,8,"This is my essential aftr air water food clothes n makeupClarity bass ....perfect in ever dpt
",5,this is my essential aftr air water food clothes n makeupclarity bass perfect in ever dpt,essenti aftr air water food cloth n makeupclar bass perfect ever dpt,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0 625 184   6 154 197]",1,good
5367,749,PTron Intunes,4,"Highly recommended
",5,highly recommended,highli recommend,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1,good
4048,1399,boAt Rockerz 255,1,"Overal good performance.i purchase @ RS.1.5 k .now it is available 1 k.value for money
",4,overal good performance i purchase rs k now it is available k value for money,over good perform purchas rs k avail k valu money,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0  75   2 161 194 194  42]",1,good
9834,6499,Sennheiser CX 6.0BT,8,"Good Ear PhonesThe cable is very thin, it should be little strong.
",4,good ear phonesthe cable is very thin it should be little strong,good ear phonesth cabl thin littl strong,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2  12 139 643]",2,neutral
9858,6499,Sennheiser CX 6.0BT,8,"Didnt last more than 6 months
",3,didnt last more than months,didnt last month,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 186  64]",0,bad
5008,1099,Flybot Wave,2,"Nice product.Sound quality betterBluetooth connectivity goodBest comfortable when we headed phone.Don't worry purchase it as soon as possible
",5,nice product sound quality betterbluetooth connectivity goodbest comfortable when we headed phone dont worry purchase it as soon as possible,nice product sound qualiti betterbluetooth connect goodbest comfort head phone dont worri purchas soon possibl,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0  44   5   3  37 592]",1,good
3374,1399,boAt Rockerz 255,1,"One earpiece is not giving out sound.
",2,one earpiece is not giving out sound,one earpiec not give sound,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  1  3]",0,bad
11132,6499,Sennheiser CX 6.0BT,8,"Great for daily usage with all compatible smartphones and other devices with minimal handsfree control.
",4,great for daily usage with all compatible smartphones and other devices with minimal handsfree control,great daili usag compat smartphon devic minim handsfre control,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  21 480 287]",1,good
2764,1399,boAt Rockerz 255,1,"The Earphones are good. Quality is upto the mark. Battery backup is 6 hrs approx. Sound quality for music and calls are good.
",4,the earphones are good quality is upto the mark battery backup is hrs approx sound quality for music and calls are good,earphon good qualiti upto mark batteri backup hr approx sound qualiti music call good,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   2 230 155  87 937   3  29   2]",1,good
12832,2000,JBL T110BT,10,"ok
",5,ok,ok,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 56]",2,neutral
10273,6499,Sennheiser CX 6.0BT,8,"Great product value for money. Clear and crispy sound quality..!!!
",4,great product value for money clear and crispy sound quality,great product valu money clear crispi sound qualiti,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0 21  5 42 96  3]",1,good
